ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,age_code,age_desc,sex_code,sex_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,value_2020,latest_value,footnotes,nature
459,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",72,Botswana,4,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,Y_GE25,25 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE25__F,age__sex,4,2001,2010,"[2001, 2006, 2009, 2010]",,13.8,,,,,15,,,15,16.6,,,,,,,,,,,16.6,"[2001]: Data reference period: August | Age coverage - minimum age: 12 years old // [2006,2009]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
460,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",72,Botswana,4,18,Southern Africa,Country,23.81380223,-22.18810073,BWA,1,1,Y_GE25,25 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE25__M,age__sex,4,2001,2010,"[2001, 2006, 2009, 2010]",,10.3,,,,,11.9,,,9.8,11,,,,,,,,,,,11,"[2001]: Data reference period: August | Age coverage - minimum age: 12 years old // [2006,2009]: Repository: ILO-STATISTICS - Micro data processing",C: Country data
461,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,8,2012,2019,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,,7.2,7,6.7,8.4,11.6,12.8,12.3,11.9,,11.9,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
462,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,8,2012,2019,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,,9,8.7,8.1,10,13.4,14.7,14.2,14.1,,14.1,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
463,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,8,2012,2019,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,,5.8,5.6,5.6,7.2,10.2,11.3,10.8,10.2,,10.2,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
464,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,8,2012,2019,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,,16.1,16,15.8,19.9,27.2,29.2,28.5,27.8,,27.8,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
465,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,Y15T24,15 to 24 years old,F,Female,,PT,Percentage,SL_TLF_UEM__Y15T24__F,age__sex,8,2012,2019,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,,20,19.6,19.2,24,31.6,33.7,32.8,32.6,,32.6,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
466,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,Y15T24,15 to 24 years old,M,Male,,PT,Percentage,SL_TLF_UEM__Y15T24__M,age__sex,8,2012,2019,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,,13.2,13.3,13.4,16.9,23.9,25.7,25.3,24.1,,24.1,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
467,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,Y_GE25,25 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE25___T,age__sex,8,2012,2019,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,,5,4.9,4.7,6,8.3,9.3,8.9,8.7,,8.7,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
468,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,Y_GE25,25 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE25__F,age__sex,8,2012,2019,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,,6.4,6.3,5.7,7.1,9.6,10.7,10.4,10.4,,10.4,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
469,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",76,Brazil,4,5,South America,Country,-53.08432878,-10.77668561,BRA,1,1,Y_GE25,25 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE25__M,age__sex,8,2012,2019,"[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]",,,,,,,,,,,,,4,3.9,3.8,5.1,7.2,8.2,7.7,7.3,,7.3,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2013-2019]: Repository: ILO-STATISTICS - Micro data processing,C: Country data
470,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",96,Brunei Darussalam,4,35,South-Eastern Asia,Country,114.6288563,4.49736984,BRN,1,1,Y_GE15,15 years old and over,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y_GE15___T,age__sex,4,2014,2019,"[2014, 2017, 2018, 2019]",,,,,,,,,,,,,,,7,,,9.3,8.7,6.9,,6.9,[2014]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2017-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
471,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",96,Brunei Darussalam,4,35,South-Eastern Asia,Country,114.6288563,4.49736984,BRN,1,1,Y_GE15,15 years old and over,F,Female,,PT,Percentage,SL_TLF_UEM__Y_GE15__F,age__sex,4,2014,2019,"[2014, 2017, 2018, 2019]",,,,,,,,,,,,,,,7.9,,,10,10.1,8.3,,8.3,[2014]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2017-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
472,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",96,Brunei Darussalam,4,35,South-Eastern Asia,Country,114.6288563,4.49736984,BRN,1,1,Y_GE15,15 years old and over,M,Male,,PT,Percentage,SL_TLF_UEM__Y_GE15__M,age__sex,4,2014,2019,"[2014, 2017, 2018, 2019]",,,,,,,,,,,,,,,6.3,,,8.8,7.7,6,,6,[2014]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2017-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
473,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",96,Brunei Darussalam,4,35,South-Eastern Asia,Country,114.6288563,4.49736984,BRN,1,1,Y15T24,15 to 24 years old,_T,Both sexes,,PT,Percentage,SL_TLF_UEM__Y15T24___T,age__sex,4,2014,2019,"[2014, 2017, 2018, 2019]",,,,,,,,,,,,,,,25.4,,,28.9,29.9,21.4,,21.4,[2014]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2017-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
474,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",96,Brunei Darussalam,4,35,South-Eastern Asia,Country,114.6288563,4.49736984,BRN,1,1,Y15T24,15 to 24 years old,F,Female,,PT,Percentage,SL_TLF_UEM__Y15T24__F,age__sex,4,2014,2019,"[2014, 2017, 2018, 2019]",,,,,,,,,,,,,,,28.1,,,29.5,32.5,25.8,,25.8,[2014]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2017-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
475,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEM,"Unemployment rate, by sex and age (%)",96,Brunei Darussalam,4,35,South-Eastern Asia,Country,114.6288563,4.49736984,BRN,1,1,Y15T24,15 to 24 years old,M,Male,,PT,Percentage,SL_TLF_UEM__Y15T24__M,age__sex,4,2014,2019,"[2014, 2017, 2018, 2019]",,,,,,,,,,,,,,,23.5,,,28.4,28.2,19,,19,[2014]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2017-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
