ObjectId,goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level_,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,sex_code,sex_desc,disability_status_code,disability_status_desc,UnitMultiplier,Units_code,Units_desc,timeSeries_id,timeSeries_keys,n_years,min_year,max_year,years,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,value_2019,latest_value,footnotes,nature
29,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,M,Male,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS__M__PD,sex__disability_status,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,17.2,15.8,15.5,15.5,[2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2018-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
30,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",646,Rwanda,4,14,Eastern Africa,Country,29.92310194,-1.999842114,RWA,1,1,M,Male,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__M__PWD,sex__disability_status,3,2017,2019,"[2017, 2018, 2019]",,,,,,,,,,,,,15.7,13.5,13.9,13.9,[2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised // [2018-2019]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers,C: Country data
31,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,_T,Both sexes,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS___T___T,sex__disability_status,2,2012,2017,"[2012, 2017]",,,,,,,,8.8,,,,,14.5,,,14.5,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
32,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,_T,Both sexes,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS___T___T,sex__disability_status,2,2012,2017,"[2012, 2017]",,,,,,,,8.8,,,,,14.5,,,14.5,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
33,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,_T,Both sexes,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS___T__PD,sex__disability_status,2,2012,2017,"[2012, 2017]",,,,,,,,8.2,,,,,7.8,,,7.8,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
34,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,_T,Both sexes,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS___T__PD,sex__disability_status,2,2012,2017,"[2012, 2017]",,,,,,,,8.2,,,,,7.8,,,7.8,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
35,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,_T,Both sexes,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS___T__PWD,sex__disability_status,2,2012,2017,"[2012, 2017]",,,,,,,,8.8,,,,,14.5,,,14.5,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
36,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,_T,Both sexes,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS___T__PWD,sex__disability_status,2,2012,2017,"[2012, 2017]",,,,,,,,8.8,,,,,14.5,,,14.5,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
37,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,F,Female,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__F___T,sex__disability_status,2,2012,2017,"[2012, 2017]",,,,,,,,10.3,,,,,21.3,,,21.3,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
38,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,F,Female,_T,No breakdown by disability,,PT,Percentage,SL_TLF_UEMDIS__F___T,sex__disability_status,2,2012,2017,"[2012, 2017]",,,,,,,,10.3,,,,,21.3,,,21.3,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
39,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,F,Female,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS__F__PD,sex__disability_status,2,2012,2017,"[2012, 2017]",,,,,,,,14.7,,,,,8.6,,,8.6,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
40,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,F,Female,PD,Persons with disability,,PT,Percentage,SL_TLF_UEMDIS__F__PD,sex__disability_status,2,2012,2017,"[2012, 2017]",,,,,,,,14.7,,,,,8.6,,,8.6,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
41,8,Goal 8,"Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all",8.5,"By 2030, achieve full and productive employment and decent work for all women and men, including for young people and persons with disabilities, and equal pay for work of equal value",C080502,8.5.2,"Unemployment rate, by sex, age and persons with disabilities",2021.Q2.G.03,"['employment', 'unemployment']",SL_TLF_UEMDIS,"Unemployment rate, by sex and disability (%)",882,Samoa,4,543,Oceania (exc. Australia and New Zealand),Country,-172.4430749,-13.61541469,WSM,1,1,F,Female,PWD,Persons without disability,,PT,Percentage,SL_TLF_UEMDIS__F__PWD,sex__disability_status,2,2012,2017,"[2012, 2017]",,,,,,,,10.2,,,,,21.4,,,21.4,[2012]: Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised // [2017]: Repository: ILO-STATISTICS - Micro data processing | Employment definition: Excluding own-use production workers | Break in series: Methodology revised,C: Country data
